0	0
1	10
2	100
3	1002
4	1003
5	1004
6	1006
7	1007
8	1008
9	1009
10	1010
11	1011
12	1012
13	1013
14	1014
15	1015
16	1016
17	1017
18	1018
19	1019
20	102
21	1020
22	1022
23	1023
24	1024
25	1026
26	1028
27	1029
28	103
29	1030
30	1033
31	1034
32	1035
33	1036
34	1037
35	1038
36	1039
37	1040
38	1041
39	1042
40	1043
41	1044
42	1045
43	1046
44	1048
45	1049
46	105
47	1051
48	1052
49	1053
50	1054
51	1055
52	1056
53	106
54	1060
55	1061
56	1064
57	1066
58	1067
59	1068
60	1069
61	107
62	1070
63	1071
64	1072
65	1073
66	1074
67	1075
68	1076
69	1077
70	1078
71	1079
72	1080
73	1081
74	1082
75	1083
76	1084
77	1087
78	1088
79	1090
80	1091
81	1092
82	1093
83	1094
84	1095
85	1096
86	1097
87	1099
88	11
89	110
90	1100
91	1101
92	1102
93	1103
94	1104
95	1105
96	1106
97	1107
98	1109
99	1113
100	1116
101	1117
102	1118
103	1119
104	1122
105	1128
106	1129
107	113
108	1130
109	1132
110	1135
111	1136
112	1137
113	1140
114	1143
115	1148
116	1149
117	1151
118	1157
119	1162
120	1164
121	1165
122	1167
123	1168
124	117
125	1173
126	1176
127	1177
128	1180
129	1183
130	1185
131	1188
132	1191
133	1193
134	1194
135	1195
136	1196
137	1197
138	1198
139	1199
140	12
141	120
142	1201
143	1202
144	1203
145	1205
146	1206
147	1207
148	121
149	1211
150	1213
151	1214
152	1215
153	1216
154	1217
155	1218
156	1219
157	122
158	1220
159	1221
160	1222
161	1223
162	1226
163	1227
164	1230
165	1231
166	1232
167	1233
168	1234
169	1235
170	1236
171	1237
172	1238
173	1239
174	1240
175	1242
176	1243
177	1244
178	1245
179	1246
180	1247
181	1248
182	1251
183	1252
184	1253
185	1256
186	1257
187	1258
188	126
189	1261
190	1262
191	1263
192	1264
193	1265
194	1266
195	1267
196	1268
197	1269
198	1270
199	1271
200	1272
201	1273
202	1274
203	1275
204	1276
205	1277
206	1278
207	1279
208	1280
209	1281
210	1282
211	1284
212	1286
213	1287
214	1291
215	1294
216	1295
217	1296
218	1298
219	1299
220	13
221	1300
222	1302
223	1309
224	1310
225	1311
226	1313
227	1314
228	1318
229	1319
230	1320
231	1321
232	1323
233	1324
234	1325
235	1326
236	1327
237	1328
238	1329
239	1330
240	1331
241	1332
242	1333
243	1334
244	1335
245	1336
246	1337
247	1338
248	1339
249	1341
250	1342
251	1343
252	1344
253	1345
254	1346
255	1347
256	1348
257	1349
258	1350
259	1351
260	1352
261	1353
262	1354
263	1357
264	1360
265	1361
266	1363
267	1368
268	1370
269	1372
270	1374
271	1375
272	1393
273	1394
274	1397
275	1398
276	1399
277	1401
278	1402
279	1403
280	1408
281	1412
282	1417
283	142
284	1420
285	1428
286	1429
287	1433
288	1434
289	1437
290	144
291	1445
292	1447
293	1449
294	1450
295	1451
296	1452
297	1453
298	1454
299	1455
300	1456
301	1457
302	1458
303	1459
304	1460
305	1461
306	1463
307	1464
308	1465
309	1467
310	1468
311	1469
312	147
313	1470
314	1471
315	1473
316	1474
317	1475
318	1476
319	1477
320	1478
321	1479
322	148
323	1481
324	1482
325	1483
326	1486
327	1487
328	1488
329	1489
330	1490
331	1492
332	1493
333	1494
334	1496
335	1497
336	1498
337	1499
338	15
339	1500
340	1502
341	1503
342	1504
343	1505
344	1508
345	1509
346	151
347	1510
348	1511
349	1512
350	1513
351	1514
352	1515
353	1516
354	1517
355	1518
356	1519
357	1520
358	1521
359	1522
360	1523
361	1524
362	1526
363	1527
364	1528
365	1529
366	1530
367	1531
368	1532
369	1533
370	1534
371	1535
372	1539
373	1540
374	1541
375	1542
376	1543
377	1544
378	1545
379	1546
380	1547
381	1548
382	1549
383	1550
384	1551
385	1552
386	1555
387	1557
388	1558
389	1560
390	1561
391	1562
392	1563
393	1564
394	1565
395	1566
396	1567
397	1568
398	1570
399	1573
400	1574
401	1577
402	1578
403	1579
404	1582
405	1584
406	1586
407	1587
408	1589
409	159
410	1590
411	1591
412	1593
413	1595
414	1598
415	16
416	1600
417	1601
418	166
419	167
420	168
421	169
422	17
423	170
424	171
425	172
426	173
427	174
428	175
429	176
430	177
431	178
432	179
433	180
434	181
435	182
436	183
437	184
438	185
439	186
440	187
441	188
442	189
443	190
444	191
445	192
446	193
447	194
448	195
449	198
450	199
451	2
452	200
453	201
454	202
455	203
456	204
457	205
458	207
459	208
460	211
461	212
462	213
463	214
464	215
465	216
466	217
467	219
468	2205
469	2206
470	2208
471	2209
472	221
473	2210
474	2211
475	2212
476	2214
477	2217
478	2218
479	222
480	2220
481	2221
482	2223
483	2226
484	2227
485	2228
486	2229
487	2230
488	2231
489	2232
490	2234
491	2236
492	2237
493	2238
494	2239
495	2240
496	2241
497	2242
498	2243
499	2245
500	2246
501	2247
502	2248
503	2249
504	225
505	2250
506	2252
507	2253
508	2255
509	2257
510	2258
511	2259
512	2260
513	2261
514	2262
515	2263
516	2264
517	2265
518	2268
519	227
520	2272
521	2278
522	2279
523	228
524	2281
525	2283
526	2287
527	2288
528	2289
529	2290
530	2291
531	2292
532	2299
533	2300
534	2301
535	2304
536	2306
537	2307
538	2308
539	2311
540	2312
541	2313
542	2316
543	2317
544	2318
545	2321
546	2323
547	2324
548	2326
549	233
550	2332
551	2333
552	2334
553	2335
554	2336
555	2339
556	2340
557	2341
558	2342
559	2343
560	2345
561	2346
562	2355
563	237
564	238
565	239
566	240
567	242
568	243
569	245
570	247
571	248
572	25
573	253
574	254
575	255
576	256
577	257
578	258
579	2585
580	2586
581	2588
582	2589
583	259
584	2591
585	2593
586	2599
587	2600
588	2603
589	2604
590	2606
591	2607
592	2608
593	2609
594	2611
595	2612
596	2613
597	2614
598	2615
599	2616
600	2617
601	2618
602	2619
603	2620
604	2621
605	2622
606	2623
607	2624
608	2625
609	2626
610	2627
611	2628
612	2629
613	2630
614	2631
615	2632
616	2633
617	2634
618	2635
619	2636
620	2637
621	2638
622	264
623	2640
624	2641
625	2642
626	2643
627	2644
628	2645
629	2646
630	2647
631	265
632	267
633	269
634	270
635	271
636	272
637	273
638	275
639	276
640	277
641	278
642	279
643	280
644	281
645	282
646	285
647	286
648	287
649	288
650	290
651	291
652	293
653	294
654	295
655	296
656	298
657	299
658	3
659	30
660	300
661	301
662	304
663	306
664	308
665	309
666	311
667	312
668	313
669	315
670	317
671	318
672	319
673	32
674	321
675	322
676	323
677	325
678	327
679	328
680	329
681	332
682	333
683	336
684	338
685	339
686	340
687	343
688	349
689	351
690	352
691	354
692	358
693	359
694	360
695	361
696	362
697	363
698	365
699	366
700	367
701	368
702	369
703	370
704	371
705	372
706	373
707	374
708	375
709	376
710	377
711	379
712	38
713	381
714	382
715	383
716	385
717	387
718	389
719	39
720	391
721	395
722	396
723	398
724	4
725	402
726	41
727	410
728	411
729	413
730	416
731	42
732	425
733	427
734	428
735	429
736	43
737	430
738	431
739	432
740	434
741	438
742	440
743	442
744	443
745	445
746	446
747	447
748	448
749	45
750	451
751	452
752	454
753	455
754	456
755	457
756	458
757	459
758	465
759	467
760	468
761	470
762	473
763	475
764	482
765	484
766	486
767	487
768	49
769	493
770	5
771	50
772	500
773	503
774	507
775	51
776	514
777	517
778	52
779	521
780	523
781	524
782	525
783	526
784	527
785	528
786	529
787	530
788	531
789	532
790	533
791	534
792	535
793	536
794	537
795	538
796	539
797	54
798	540
799	541
800	546
801	547
802	548
803	549
804	55
805	550
806	552
807	554
808	555
809	556
810	557
811	559
812	560
813	561
814	562
815	563
816	567
817	569
818	570
819	572
820	573
821	574
822	575
823	576
824	579
825	58
826	581
827	582
828	585
829	587
830	588
831	589
832	592
833	593
834	594
835	595
836	596
837	597
838	598
839	599
840	6
841	600
842	601
843	602
844	603
845	604
846	605
847	606
848	607
849	608
850	609
851	610
852	611
853	612
854	613
855	614
856	615
857	616
858	617
859	618
860	62
861	621
862	622
863	624
864	628
865	629
866	63
867	630
868	632
869	633
870	634
871	635
872	639
873	640
874	647
875	648
876	649
877	65
878	650
879	651
880	652
881	654
882	657
883	659
884	66
885	661
886	663
887	664
888	665
889	667
890	668
891	669
892	67
893	671
894	672
895	676
896	677
897	678
898	679
899	68
900	680
901	681
902	684
903	688
904	69
905	691
906	697
907	7
908	70
909	701
910	703
911	708
912	709
913	71
914	710
915	711
916	713
917	722
918	723
919	724
920	728
921	73
922	732
923	735
924	738
925	739
926	740
927	746
928	747
929	748
930	749
931	750
932	751
933	752
934	753
935	754
936	755
937	757
938	758
939	759
940	760
941	761
942	762
943	764
944	765
945	767
946	768
947	769
948	770
949	772
950	773
951	774
952	775
953	777
954	778
955	78
956	780
957	781
958	782
959	783
960	784
961	786
962	787
963	788
964	789
965	79
966	791
967	792
968	793
969	794
970	795
971	796
972	797
973	798
974	80
975	802
976	805
977	807
978	808
979	809
980	81
981	810
982	814
983	818
984	819
985	820
986	822
987	827
988	829
989	83
990	831
991	836
992	839
993	84
994	842
995	844
996	846
997	847
998	849
999	856
1000	857
1001	86
1002	860
1003	862
1004	863
1005	864
1006	865
1007	867
1008	869
1009	870
1010	871
1011	873
1012	874
1013	875
1014	877
1015	878
1016	879
1017	880
1018	882
1019	883
1020	887
1021	888
1022	889
1023	891
1024	892
1025	894
1026	895
1027	896
1028	897
1029	898
1030	9
1031	90
1032	900
1033	901
1034	902
1035	903
1036	904
1037	905
1038	908
1039	909
1040	913
1041	914
1042	915
1043	916
1044	917
1045	918
1046	920
1047	921
1048	923
1049	924
1050	925
1051	928
1052	929
1053	930
1054	931
1055	932
1056	934
1057	936
1058	938
1059	94
1060	941
1061	942
1062	945
1063	946
1064	947
1065	948
1066	95
1067	951
1068	953
1069	955
1070	956
1071	957
1072	958
1073	959
1074	96
1075	964
1076	965
1077	967
1078	968
1079	97
1080	976
1081	978
1082	979
1083	982
1084	983
1085	984
1086	986
1087	987
1088	988
1089	989
1090	990
1091	991
1092	993
1093	994
1094	996
1095	997
1096	998
1097	999
